sepal length (cm),sepal width (cm),petal length (cm),petal width (cm),target
5.4901616299546845,4.087547637831687,1.5301264390735205,0.3397727439986295,0
4.974534773979398,3.265228264116784,1.6781123252705394,0.06478285193646452,0
5.104953780882186,3.362692133682857,1.5623542583695433,0.23147190721500893,0
4.727707863260158,2.958797596086908,1.6011199735946142,0.19729257036015652,0
5.45254101993301,3.8794000474144683,1.5564217926309771,0.34273561795384033,0
4.609502413148013,2.852141037322406,1.5028114849717977,0.21295866083733384,0
4.989062248096274,3.231063842730348,1.36537288960562,0.376346653616387,0
5.0122141018341155,3.6592650933780018,1.3161884336168748,0.5004717648350393,0
4.166720264812697,3.003275312154562,1.3348801042394918,0.03808139859912868,0
5.29000318094923,3.848921249366678,1.2562805204776883,0.25967522670406523,0
4.919354087944397,3.2917354501148868,1.6318319205806553,0.30480141029532876,0
5.3490960543738,3.7759979203468292,1.5575160751776058,0.1736884528743528,0
4.6227469823606375,3.171572600384659,1.6075194150875214,0.36469871474194526,0
5.361993264115274,4.211294558715506,1.5427087648471631,0.20140351555430186,0
4.73646113069604,3.162660346613479,1.3679665287544336,0.37415064817516097,0
5.170656783811711,3.572983484767286,1.6650984942267169,0.34723582688728666,0
5.502845564817765,3.689949293944563,1.3422092944771524,0.2570327084183376,0
4.749808342267731,3.4753543930933484,1.4950861944010074,0.288171723306776,0
4.738249461396089,3.431102514979282,1.4232191820667126,0.17028632997950532,0
5.178193862446849,3.524655179895358,1.2622372624464677,0.3236710526026117,0
4.587473815745164,2.8921066123780546,1.3919520164267063,0.31625625193193296,0
5.24093562346989,3.901204490893852,1.443853093368476,0.12854886249285863,0
4.765948308362726,3.414334565784841,1.5858607148357253,0.1496416666526385,0
5.5010601283427505,3.577229986761915,1.5532521791214016,0.32123340384354704,0
4.917845303725869,3.341681674523073,1.4568314420029267,0.18782597389244488,0
5.02245174299419,3.7132991001155977,1.4580803858850957,0.1444324384925011,0
4.7362799320204925,3.4831421551048534,1.5301884891722553,0.3706148877791059,0
5.414444956174062,3.797160587275393,1.808244208992769,0.38487311637492383,0
4.921116974176983,3.077558885598204,1.2968104569209622,0.12139617706876912,0
5.283335690585962,3.693534358148075,1.6118726442119093,0.2436591430956066,0
4.683446062596927,3.153429186357639,1.3993016898038266,0.14519569275437494,0
5.07503453582983,3.683140629225477,1.4045748251180767,0.19379847451843385,0
4.380732055077194,3.5781743083052864,1.6433894035166074,0.22005474383940407,0
4.950704631467449,3.4820932280501147,1.5282252726191745,0.4304718618302364,0
4.990580721134293,3.6650002974207085,1.3859788122937546,0.2003797675827374,0
4.985901108680419,3.328954339957618,1.8104271876083444,0.2757669448140131,0
4.590830805003496,3.110195882400837,1.4930259611335899,0.1591050610653482,0
5.531671010601073,3.7584600098774477,1.2658342556400444,0.33057617628508573,0
4.817393385294705,3.451961027911446,1.3059023018113574,0.21368310361638176,0
4.8885334418407425,3.0679045258383106,1.4284553143101224,0.2587145405743712,0
4.754910530706019,2.9681799456628997,1.2983075546530027,0.24731518020622362,0
4.438870560173421,3.3445749583908837,1.588338733911243,0.30776218639532915,0
4.893516850417238,3.4107940033230877,1.4222501761388646,0.36157868538994037,0
5.077233050884021,3.252888215229538,1.4744864545983845,0.11490103743006239,0
4.645120844665029,2.617949922832495,1.5688963624590102,0.10167968302584818,0
4.7357430020906905,3.1959404201570107,1.3484269704378629,0.2331297735819363,0
5.132667640599753,3.397964607283093,1.2801624780833518,0.2685001940912054,0
5.024244682572433,3.4657942956967065,1.2184176769784272,0.3559009204452021,0
5.385069661346728,3.988276372920962,1.495821644267773,0.5000484097655516,0
4.924533175908607,3.228253038133478,1.4205166655839006,0.295334913485696,0
4.807724142144555,3.47568832497023,1.4646161271121652,0.3539663737590445,0
5.42545069889392,3.6836707659039076,1.6050706275145123,0.3127521590240878,0
5.173582016512308,3.861439523697048,1.6744215126534967,0.40712743454826844,0
5.077335839615916,3.4459694611142018,1.5851668201701348,0.3763766021317608,0
5.65104265346389,3.8753271208540205,1.653761834131098,0.36022030596460264,0
5.1156735303373955,3.47200229361945,1.394638648484917,0.46860677301813325,0
5.49762708477766,3.7952181559725933,1.4869140292672205,0.2801860771398441,0
5.091751464625072,3.8311885731137134,1.167856658737269,0.32469943107095983,0
4.967063993392326,3.4096754378301815,1.3760126868027893,0.07305588677953392,0
4.661182949335744,2.7137334568116787,1.3573692764143301,0.11101317063764349,0
4.951953192894246,3.7269351827836816,1.508252577749732,0.32847730352758625,0
5.225172252569962,3.038565036334991,1.1532779156980546,0.24845047536088066,0
5.137606885900713,3.5550961195115134,1.4026978728543733,0.2019698177494526,0
5.0163390741965115,3.8479592067903794,1.4829396855090518,0.19080888317072903,0
4.687131302940792,2.924953542308294,1.427945937934204,0.1599269319185053,0
4.832242899797459,3.5502581471471095,1.0988592142029434,-0.0332951546443451,0
5.292688569891464,3.648576753629393,1.5781499216449106,0.49793900669183366,0
4.546189498581593,3.150307305628531,1.453737123127138,0.35401481876734164,0
5.260623323868499,3.8918296421005762,1.4856600819982222,0.30009451653544467,0
5.00236858131752,3.545526241171275,1.0593471242420613,0.17609826852344965,0
4.83107217372334,2.9055824729106736,1.3010430631445324,0.26044868753930384,0
4.881510114089717,3.6019560357404155,1.3653819463185575,0.1689293076894443,0
4.933830680002099,3.065449997865387,1.6270634831441029,0.2796097901575522,0
4.604681344147144,2.622015264967197,1.2183659148577526,0.11704096658711174,0
4.87820741978371,3.474049353455107,1.2936495465083628,0.20614347158253932,0
5.156334813945325,3.8402270099708002,1.4414527512281663,0.22231473806725588,0
4.975160272590836,3.7583250680615095,1.1104683068583856,0.3954400983528029,0
5.428201103134447,3.8488390881760837,1.5571422078312278,0.24115868489833484,0
5.29128575580949,3.8873164942655536,2.028134090541963,0.3284734639190069,0
5.2791313594075,3.870917836879216,1.2982379569842235,0.16849291133097716,0
4.650493873968644,3.5567871554818375,1.4099156363154632,0.19337368389180937,0
4.9839798985019454,3.497385364102238,1.6979817516711546,0.2715227790953687,0
5.214384344562387,3.5967115907075526,1.3364883120788258,0.17045994641167309,0
5.031970914697664,3.436377945466188,1.6278339072918904,0.312439352460034,0
5.1634523170711,3.6027384707368744,1.7585541934688989,0.30626334381830467,0
5.082398128270168,3.951738391855507,1.523431589409075,0.48780883672823666,0
4.712497038497536,2.8705249207946997,1.1995938076569252,0.2884030405500319,0
5.482349342790708,3.7122795612896926,1.5575416721827857,0.2279280168637175,0
5.228513326610816,3.649849778163195,1.4884488641849636,0.12721262936677963,0
5.177226093378383,3.1440443784688297,1.3177550356557235,0.21641709843369158,0
4.561208958724706,2.82947680976248,1.3538926754942426,0.08052215555397668,0
4.758637361615949,4.0332096303875495,1.0386518533687374,-0.00685347530876293,0
4.747522991028286,3.446605702380037,1.3829317786018094,0.14732970543259433,0
5.225086691256001,3.538151905103953,1.5186664701229813,0.08723035415345529,0
4.950278356024022,3.060866170780866,1.5272247416561913,0.28827669325808747,0
4.84624487340428,3.536973038378747,1.4154909381695588,0.2233904976534195,0
5.07292561149616,3.3654902975928818,1.3427196815638507,0.225283817332684,0
4.632504613108335,2.824809912839314,1.5479825255127555,0.22717433494106543,0
4.795247638399204,3.440040060303732,1.5929277376736217,0.060506074042654484,0
5.329986967860905,3.4037512085111916,1.2291335289650642,0.18188609971770953,0
4.959766382510199,3.035975565427844,1.1855129515656917,0.1772943065937567,0
4.534529925246754,2.976304987241719,1.2904045321922508,0.1651333432595195,0
5.431562544709702,3.855426105639435,1.6230024478443892,0.3963583486496518,0
4.695961672089813,3.2567696017849843,1.2699723321483263,0.15080921519226412,0
5.3583008856837235,3.820860148513491,1.5598855613180969,0.23295455829133507,0
4.0929294901138125,2.8087103701585825,1.5351521458808726,0.27124128244545787,0
5.2222662665370825,3.4604445600143174,1.1147474810982956,0.33816813759532793,0
3.933880163843355,2.763272523509756,1.2471651072073173,0.19752060615752096,0
4.907805085210524,3.4239335174454713,1.5288763431259336,0.3695079386299077,0
4.944569312232724,3.6487780241190046,1.4549297404489827,0.09814817523011779,0
4.937692842003162,3.3525899773408163,1.6075824758494772,0.34772305622163185,0
4.901155186007699,3.674437412890256,1.4663184431959817,0.1903636128017751,0
4.532509169565278,2.907945500715609,1.6300216749577952,0.3424729548192195,0
5.46378252866062,3.5585257439795304,1.5291116776618596,0.2725087781221918,0
5.2643545604263915,3.7960257397053927,1.3948960371691994,0.19101028664637376,0
4.975826343793814,3.4149033745490573,1.444293587048,0.3328720959907307,0
4.7975498696614585,3.3058796802800603,1.5379985884533254,0.16159765742345295,0
5.413481320234042,3.9393107001090035,1.0430938066100803,0.2520040859788127,0
5.089317725776955,3.4942191026359315,1.3429572988858351,0.19275137838982048,0
4.716572767126059,2.950353105649495,1.611300073416232,0.19430178990244049,0
5.264307550417463,3.6043198008256754,1.668745106624057,0.30845862805132473,0
5.9131132948330185,4.005696164034459,1.506947742903714,0.23990666467174915,0
4.619984114788707,2.989062737088118,1.5222045387761562,0.1391018679409668,0
5.661802121946517,3.7648658149016403,1.5417395177811506,0.277530404232507,0
5.181976951114121,4.1038868684964225,1.5239227968516034,0.22345971111319496,0
4.820123587848528,3.1686684124972824,1.722514320963452,0.29783935513776466,0
4.5874167655354166,2.502716285221826,1.5366677602118852,0.38377494240800136,0
5.403154138331394,3.702053758744068,1.3638036161893903,0.3072518478908588,0
5.337133810318723,4.184147716649419,1.4431585556298576,0.22067956464984337,0
5.107540204852096,3.6833988920630345,1.480299165900095,0.19533999062500473,0
4.834132409953978,3.3067555747677364,1.3688154493688032,0.39874750145889176,0
4.615906698602898,2.7695596095412873,1.5726018597070905,0.2900529726335353,0
4.6072944627501204,3.4314044488976494,1.2805849432415808,0.20113266168168525,0
5.679614094340373,3.242898979183077,1.533514863402048,0.31355587798602597,0
5.029163908013386,2.9776414255128625,1.1559001669776607,0.43353946616397887,0
5.588429180360166,3.8413353057631188,1.9310128279576437,0.4690669994221585,0
4.8565094694698,3.493284426763748,1.435362919656003,0.0850471866586742,0
4.865716469025336,3.3421870540741345,1.4262807065955099,0.30548525137706767,0
5.200869531633579,3.7213328366668503,1.5177933288254553,0.4371274058272173,0
4.65999629468796,2.8011871493300675,1.2090673418689044,0.19477893431834156,0
4.890994092003981,3.1775330586815893,1.1498669277693463,0.26730425105035605,0
5.2623809485869035,3.321124730276256,1.4467688797061444,0.511755648114045,0
5.1003095041872335,3.1123402310206454,1.3492643688063466,0.40030945681204533,0
4.932827775934501,3.2591110291996204,1.7073530634457341,0.30303799746398363,0
5.084620593546654,3.3305929752135723,1.6467798206797715,0.40453274852711524,0
4.95950671080795,3.1327002431682955,1.3622000126465832,0.19010055973723805,0
4.733273148991725,3.4839485170983053,1.0241588032952373,0.14360739870001035,0
4.940566018402544,3.1982701150309136,1.1813755295009989,0.33356162052033955,0
4.645685525944186,3.0799332978156775,1.4567279977494698,0.4477183840630421,0
4.907805213954826,3.7396942237646966,1.3364370236345342,0.22736372336865882,0
5.235457672290143,3.0439033739793375,1.347740770727809,0.33602829080817603,0
4.8782396362602185,3.2471940264285,1.4157578138698708,0.2116761723086683,0
4.51814574333406,3.019509303347577,1.4605736620441347,0.29365619819587807,0
4.550755451896033,3.0024467599111553,1.2829159530667387,0.27841119048820306,0
5.923384487289404,4.524057746102066,1.4999862503264467,0.19676285354107173,0
5.339262374462461,4.1584532828488765,1.7331614510569577,0.15624605487547022,0
4.829338400333287,3.457315541123922,1.531896172971674,0.2057242778841755,0
4.761844764686789,3.141365111926091,1.3631412257421904,0.17167462681460116,0
5.244308561051517,3.3435109002363506,1.6050892844915636,0.1870256340060236,0
5.330521517032144,3.6165804923276395,1.6564517015377567,0.2590321564676354,0
4.822416240744411,3.239607602454979,1.1237484029625318,0.19094312118573706,0
4.713243180474085,3.264253251859521,1.7153666262757528,0.1426893681341427,0
5.726380273804769,4.3782506766614775,1.2000184487188927,0.4047294973897886,0
5.685946153992711,4.523325879345482,1.6544725254988115,0.37236882431579155,0
5.1045287750384185,3.8261867484133174,1.5037727906727125,0.15209849168426573,0
5.0420556700420125,3.281936508786304,1.8301349035644947,0.2917180308949127,0
5.245957760699014,3.9531737014387502,1.6840196031070018,0.2861493822257178,0
5.096296727874039,3.6786745097385847,1.5688313706190886,0.20745687984851346,0
4.295149416501594,2.8498185161855294,1.4810020269403155,0.18862277582134407,0
4.877560717698706,3.6274663950420414,1.4881276093307363,0.21724705237235303,0
5.145004519609034,3.6458173729580725,1.3676229104443465,0.34853622068844947,0
4.989685635473185,3.4919321324297283,1.4439605334887426,0.20473417724766457,0
5.171981613893068,3.57188232526203,1.2999422315172786,0.284799545283726,0
4.496240286558011,3.208018410237672,1.6173028404420164,0.23103146768931543,0
4.860796768649159,3.1653668839672418,1.4723525564050433,0.21509023542075648,0
5.055321490758381,3.5218085901314846,1.222621211077576,0.18301030035470078,0
4.232900940281005,2.6105376645259666,1.649514208857418,0.23960782267251107,0
5.1379908853838305,3.9290743507973143,1.4620103200514667,0.2555220168216393,0
5.296245146475398,3.763761658322093,1.6477409529350155,0.299531900870104,0
